제목,본문,답변
민사소송 문의드립니다.,"사업을 하다가 사기를 당했습니다
사업체를 운영중 사업상 거래처가 2013년 5월 30일경  마지막 잔금을 줬고 
거래 사업처에서 2013년 6월에 사기를 당한걸 알았습니다  
저는 형사 고소를 했고 2015년 형사 소송을 통해 2016년 6월 제가 고소한 피고인은
사기죄로 1년 선고를 받았습니다
그때당시 어떤합의도없었고 사기친대표는 신용불량에 재산도없고 돈도 다썼다고 주장해서
따로 민사소송을 진행하지않았습니다
저한테 사기를 같이 친 사람들끼리 제사건문제로  민사소송을 통해 서로 민사소송을 진행했고
제사건을 통해 감옥에 간사람이 승소를 해서
1억을 받게 되었다고 어짜피 이사람은 피해자도 아니고 사업자 대표도 아닌데 왜 돈을 이사람한테
주냐며 저한테 사기재판으로 고소하는데 협조해주면 그돈을 1억을 저한테 주겠다고 연락이왔습니다
구두상의 말로 믿지도 않고 저한테 똑같이 사기쳤던 애들이라 구지 믿을생각이 없어서 따로 민사소송을
준비하려하는데
제가 피해본금액은 2억정도이고 제가 고소 해서 이사람을 징역1년 판결받았고
 징역1년을 살다가 나왔습니다
1년받은사람은 같이 사기친사람들끼리 근저당설정을 통해 1억이라는 부동산을가압류 신청해놓고
승소해서 1억에 재산이 생기는걸 알았습니다
이게 사실일경우  
1번째 민사소송을 진행하는데 3년이라는 말이 들었는데 어떤기준으로 3년을 측정하는지.
2번째 제가 피해본금액을 받을 가능성이있는지
3번째  민사소송기간이 지났을때 제가 사기친일당에게 협조해서
 (불법이아니라사실진술을도와달라는조건)1억을 주겠다는 서류를 어떻게 받아야되는지
 도움부탁드립니다.

- 사고일시 2012년12~2013년4월30일
- 사건의 경위 :휴대폰 대리점 운영중 거래 판매처에서 판매수수료 갈취할 목적으로
인터넷등 TM 판매로 휴대폰 고객들에게 한달에3~4만원씩 24~36개월 입금해준다고 판매함
 - 손해의 내용 :판매수수료는 사기친사람에게 1억3천만원정도 지급했으며  휴대폰개통고객들과 따로 1억 이상 금액을 합의하는대 사용함  
- 증거유무 형사 고소를 통해  2016년 6월  징역 1년 선고를 받음  녹취파일등 증인있음

 - 장해율
- 월 소득액
- 산재보험가입유무","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박진세 입니다.

답변을 자세히 해드리고 싶은데 질문내용이 너무 정리가 안되어 있습니다.

사기죄로 징역 1년을 받은 사람들이 있고 같이 사기친 사람들도 등장하고 있는데, 누가 누구의 재산에 가압류를 해두었고 누가 원고로서 누가를 피고로 소제기하여 승소판결을 받았는지 정리를 좀 해주셔야 답변이 가능합니다.

실명을 거론하기 그러하면 최소한 A,B,C,D로 특정하여 정리를 해주시길 바랍니다.

말씀하신 내용을 보니 사기친 대표가 어딘가 부동산이 있으며 그 부동산에 가압류가 들어가 있다는 뜻으로 보입니다. 그 부동산이 재산가치가 얼마나 되는지 모르겠지만 질문자님께서도 지금이라고 가압류를 하시면 해당 부동산을 채권의 비율로 n분의 1 하여 손해배상을 받으실 수 있습니다.

형사재판에 협조하는 조건으로 1억을 받는다고 하셨는데, 합의서 형식으로 서류공증이라도 받으셔야 합니다. 그러나 공증을 하려면 인감증명서가 필요한데 감옥에 수감되어 있는 사람이 인감증명서의 발급이 가능할지 의문스럽습니다.

피해규모가 꽤 큰 편인데 사기친 대표 및 해당 법인에 재산이 있다면 민사소송 후 집행으로 전부는 아니더라도 일부라도 돌려받으실 수 있습니다."
급함)화해조서문의 드려요. 고시원 날벼락,"화해조서문의 드려요.
어머니가 고시원을 운영하다가 건물주하고 화해조서를 쓰게되었어요.과거에...
관리비를 건물전체 세입자가 아닌 우리에게만 부과하였구요.

그것에 따른 관리비에 대해서는 화해조서를 쓰게되었는데요.
후에 그돈을 갚았습니다.건물주는 돈을 갚았다는 증서하나없이 그것으로 되었다고 계속회피하고...

몇년이 지나 법원에서 강제퇴거 강제집행에 이르게 되었습니다.

어머니 말로는 변호사들이 이미끝난 문제여서 자신들도 손을 못덴다 합니다.

사실인가요?
구제받을길이 전혀없습니까?
현재 저희집 상태는 그쪽에서 유명법무사를 이용 하여 저희와는 대면하지 않고 저희 어머니는 단 몇푼을 건지기 위해 청와대 정치인 구청과시청 민원실 없는 곳 없이 다 넣으셨습니다.

그쪽 유명법무사에게 몇푼이라도 건지려구 개처럼 거지처럼 빌고 또빌고 있습니다.

구제방법은 없을까요?

건물주가 무일푼으로 나가라고하고 강제퇴거밑 고시원내부시설 철거비용부담까지 떠 넘기고 있는 실정입니다.
그래서 개와거지처럼 매달리며 무일푼으로 기가막히게 쫒겨 나는 마당에 돈 몇푼이라도 구걸하며 살라달라고 그쪽 법무사에게 매달리고 있습니다.

돈일푼 못받고 쫒겨나는게 맞는걸까요?

2009년12월31일에 영업을 시작했습니다.

아래글은 저희 어머니의 문자로보내온 글입니다.

1.다른업소에 없는관리비 를 12년도에 판사가 당시 매월70만원돈부과로 때려 12년도에건물주에게 내 권리금 지키기위해 1년치600만원과밀린공과금임대료 다주고 다해결된걸 루알았는데 그후5년지나 보증오천만원을 관리비로 다퉁쳐 집행당한거지
한번도 관리비청구서도 없었고 억울한거지
당시판사가 판결문철거해야되는 사건인데 발생치않은관리비를 맹글어부담시켜까지 주인편든거야
맘이 (엄마)법을 몰라 의의제기를했으야되는데 사정만해서 다갚음해결난걸루 안게잘못이었지

2.판사가 내린거고
의의제기하려면
그때바로했어야되 지금은 방법이없다해...
현재 꼬리를 낮추고 사정하니 그나마철거비 청구 진행은 중단하겠다한다 대신 보증금 은 일체못준단다 인감갖고 오고사인하란다.
3.어제(2018.5.8)사무장한테 보네고 오늘 은 건물주한테 보냈지
지금답장왔는데 조금이라도 달라고 답장을보내야되나
저사람들은 자기네 선 딱 그어 말하고 그이상말함 바로진행하는그런과야...

4.현재 강제집행 진행중입니다.
판사가 직인으로4월25일 까지 라고 내용문을 보내와 받았습니다.

길바닥으로 내 앉아야 맞는 건가요?","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박진세 입니다.

말씀하신 내용을 보니 제소전화해조서에 서명을 하신것 같네요.

일단 어떤내용으로 화해조서를 작성하셨는지 보아야 정확한 답이 가능합니다.

뭔가 관리금을 변제하는 약정이 있었고 그에 대하여 이미 돈을 지급하였는데도 불구하고 관리비 부분이 문제가 되어서 보증금 5,000만 원도 못받고 쫓겨날 위기에 있다는 내용으로 보입니다.

질문내용만 보아서는 관리비가 어떤 근거로 문제가 되었고 돈을 갚았다고 하시는데 어떤 명목으로 얼마를 지급했고 어떻게 지급하셨는지 전혀 언급을 안하셨습니다.

현금으로 바로 지급하셨는지 아니면 계좌이체하셨는지 모르겠지만, 계좌이체를 하셨다면 이체내역으로 입금하였다고 인정을 받을 수 있습니다.


제소전화해는 민사소송법상 준재심의 소로 다툴 수는 있는데 재심사유가 존재하여야 합니다.

말씀하신 내용만 보아서는 재심사유가 있는지 명확하지 않으며, 재심을 하면서 집행정지를 하여야 하는 등 소송을 하시게 되면 꽤나 복잡한 절차가 될 것으로 보입니다.

댓글로 제소전화해조서의 구체적 내용, 권리금이 무슨 이유로 약정이 되었고, 어떻게 갚으셨는지 정리해주시면 추가 답변해드리도록 하겠습니다."
집주인 권리금 문제,"저희 부모님이 16년동안 마트일을 하셨습니다. 마트일을 하면서 편의점본사직원이 찾아와 편의점을 하시면 어떻냐고 권유를 주기적으로 했습니다. 16년동안 일한 부모님이 힘드셔서  그만두시는고 신규임차인에게 넘길려고 했습니다. 신규임차인은 편의점으로 들어올 예정이였습니다.
그리고 계약서를 작성하고 승인만 놨두고 집주인에게 신규임차인에게 넘기고 나간다고 말했습니다.
근데 집주인이 자기가 계약한다면 우리보고 보증금만 줄테니 나가라하는 겁니다.
말그대로 자기가 권리금을 채갈려고 갑질을 시전하더군요.
대화 끝에 저희보고 가게를 그냥 비우라고 자기가 편의점으로 장사를 하겠다고 합니다,
이럴경우 저희는 집주인에게 권리금을 요구 해도 되나요
만약 주지 못한다고 할떄 소송을 걸어도 되는지, 소송을 할 시 이길 확률이 높을지 질문 드립니다
.
*집주인과의 마트 계약기기간은 2년정도 남았습니다.
그리고 저희부모님이 일하면서 그자리의 가치를 매우 높였습니다. 번화가도아닌 한동네에(가정주택 원룸 밖에 없음) 월매출은 5천에서 6천만원 정도 되구요(순이익아님).

- 사고일시
- 사건의 경위
- 손해의 내용
- 증거유무
- 장해율
- 월 소득액
- 산재보험가입유무
- 관할법원
- 진행사항(1심,2심,3심)
- 청구금액
- 계약내용
- 위반내용
- 관할법원
- 요구사항
- 해약금 약정여부","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박진세 입니다.

우선 가게에 들어가실때 전 임차인과 권리금 계약을 한 후 권리금을 지급하고 들어가신 것인지요?

일단 마트 계약기간이 남은 상황이고 임대인의 요구로 미리 퇴거를 하시는데 권리금 회수기회를 박탈한다면 상가건물임대차보호법에 의하여 권리금 배상청구가 가능합니다.

다만 상가건물임대차보호법에서는 매장이 유통산업발전법에 의한 대규모점포 또는 준대규모점포일 경우 권리금보호규정의 적용제외를 규정하고 있습니다. 그러나 해당마트가 이에 해당된다고 하더라도 부모님이 운영하시는 가게는 작은 규모라고 보이므로 권리금 보호 규정에 따른 청구가 가능할 것으로 보입니다.

최근 권리금 분쟁이 많은데 아직 판례가 충분히 누적되어 있지 않아 분쟁의 소지가 좀 있습니다.

앞선 임차인과 따로 권리금 계약이 없으셨다면 적정한 권리금의 산정을 위하여 권리금 감정절차를 밟으셔야 합니다. 소송 중에 이루어지는데 승소하시면 나중에 피고로부터 돌려받으실 수 있는 금액이므로 너무 부담을 가질 필요는 없습니다.

다른 구체적인 사정은 모르고 질문하신 내용만 근거하여 볼때, 권리금에 대한 손해배상청구를 하시면 승소가능성이 있는 사안이라고 보이고 예전 임차인과 권리금계약을 체결하신 내용이 없다면 권리금 감정때문에 시간은 다소 소요(6개월~1년 전후)될 가능성이 있습니다."
보전녹지 200㎡ 이하 지역 분할방법,"현 저희 토지중 1필지가 공유지분으로 되어있습니다.
공유지분율은 2분의1씩 표기가 되어있는 상태입니다.
실제로는  139중 99가 저희 땅이고 40이 공유자 땅입니다.
 30년도 전에 저희가 여기로 이사오면서 살게되었으며 이전 공유자와 합의 후 측량하여 담을 쌓았습니다.
(측량소 가서 자료를 찾았지만 없다고 하였습니다.80년도에 측량함.)
하지만 9년전 땅을 매매하면서 소유자가 변경되어 문제가 생겼습니다.
 문제1. 매도측은 동네분이셔서 본인들땅이 40㎡이다. 그렇게 거래를 했다 했지만, 매수쪽에선 2분의1로 해서 거래를 하였다 주장하는 중입니다.
 문제2. 9년전 거래시 매도측 계약서 및 공증 자료를 확인한 결과 40㎡만 거래를 한다는 계약서 및 공증자료를 확인했습니다. 하지만 계약한 부동산에선 그런적이 없다 2분의1만 거래를 했다 주장하며 매수한 쪽에서도 그렇게 얘기중입니다.

해결책
 대략 이런 내용이며 이걸 해결하기 위하여 변호사분을 찾아가서 해결법을 찾던중  공유지분분할신청을 해서 받아가면 된다 하였으며 공증자료를 토대로 하면 승소가능성이 매우 높다하여 진행을 하려고 했습니다.
 하지만 항상 ""될 가능성이 높다""는 것과 ""된다""는 것의 차이를 익히 들은바 있어 그럼 시청에서 한번 더 확인 후 진행해 보자고 하였습니다.
 확인결과 알지 못했던 내용은 현토지가 보전녹지지역이여서 200㎡이하 일 경우 땅을 분할 할 수 없다고 합니다. (현 소유토지 139㎡라 분할대상에서 제외 됨)
 방법중 한가지 현 2020년5월까지 시행중인 특별법으로 분할이 가능한데 조건이
1.공유자 2명이상 이며, 지분 취득시기가 1년 이상인 경우
2.소유자간 합의가 있을경우
3.소송(법적분쟁)이 없는경우
이렇게 조건이 충족시, 한마디로 합의가 되면 필지를 특별법으로 분할 할 수 있는 좋은 시기다 하였습니다. 하지만 저희가 서로 합의가 되지 않고 있기에 이법은 저희에겐 무용지물이 되어버렸습니다.

혹, 다른방안이 알고 계시면 알려주십시오.
내용이 두서가 없어서 죄송합니다. 그래도 내용을 읽어보시면 보전녹지 지역이라서 판결이 나더라도 시청에서 분할을 해 줄 수 없다. 이걸 바꿀수 있는 방안을 알려주세요.
글 실력이 없어서 죄송합니다.
 ","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박진세 입니다.

말씀하시는 내용을 보니 경계를 측량하고 경계를 구분하셨고 등기만 지분등기를 하신 경우로 구분소유적 공유관계를 설정하신 것으로 보입니다.

이는 단순한 공유관계와는 다른 것으로 구분소유적 공유관계에 있는 토지를 정리하기 위하여 공유물분할청구를 하면 청구기각을 당하게 됩니다. 이는 대법원 판례도 있습니다.

변호사님들도 구분소유적 공유관계의 토지를 정리하는 소송을 해보신 분들이 많지 않아서 상담을 해주신 변호사님도 공유물분할을 언급하신 것으로 보이는데, 공유물분할청구를 하면 청구기각을 당하게 되고 만약 판결이 나온다고 하여도 현재 건축법상 토지분할이 불가능합니다.


말씀하신 특별법은 공유토지분할에 관한 특례법을 말씀하시는 것 같습니다.

위 특례법에 의하면 건축법의 분할제한규정을 제외하는 특례가 있어 건축법상 최소면적 이하로 분할이 가능해집니다. 다만 소송을 하게되면 위 특례법의 적용을 받을 수 없고, 질문자님과 같이 현황이 99대40인데 지분이 5대5라면 질문자님께서 일부배상을 해주고 분할을 하라는 내용으로 정리될 가능성이 매우 큽니다.

그런데 현재 지분비율과 점유면적에 대한 분쟁이 존재하는 경우로 또 소송을 안하실수도 없는 상황으로 보입니다.

이러한 경우 확정판결을 받은 후 분할신청 후 시청에서 거부처분을 내리면 행정소송을 하여 분할하는 방법이 있었습니다. 그런데 최근에 대법원에서 이러한 분할신청의 경우에도 기각판결을 내려서 현재 법리적인 부분이 정리가 안되고 있습니다. 고등법원에서는 최근 구분소유적 공유 이외에 1필지 일부의 소유권이전등기말소는 분필을 해주라는 판결까지 나왔는데 현재 대법원에 계류중인 것으로 알고 있습니다.

대법원 판례로 조만간 법리적인 부분은 한번 정리될 것으로 보입니다.


현재 전국적으로 1필지의 일부에 대한 토지분쟁이 많은데 국가에서 일률적으로 분필을 제한하기 시작한 것은 기획부동산의 규제에서 시작된 것입니다. 바둑판 모양으로 토지를 분할하여 분양사기를 하는 기획부동산 사기 방법이 있었는데 국토교통부에서 시행령을 수정하여 판결에 의하여도 분필이 불가능한 내용으로 법령해석을 하기 시작하면서 기계적으로 건축법상 최소면적 이하의 분할은 거부하고 있습니다.


분필 이야기를 다소 길게하였는데, 질문자님의 상황에서는 공유물분할청구가 아니라 구분소유적 공유관계의 해소를 위한 상호명의신탁해지를 구하는 소송을 하셔야 합니다. 현재 지분은 5대5이지만 실제로 소유하는 것은 질문자님 99, 상대방 40이란 것을 소지하고 계신 자료를 증거로 하여 입증하면 질문자님의  99점유토지 부분에 존재하는 상대방의 1/2의 지분은 질문자님께 넘겨주고 반대로 상대방의 40점유토지에 존재하는 질문자님의 1/2의 지분을 상대방에서 넘겨주는 형태로 상호 맞교환하라는 내용의 판결을 받으신 후 정리하셔야 합니다.

문제는 위에서 말씀드린바와 같이 분필입니다. 왜냐하면 분필이 되어야 위의 집행이 가능해집니다.

단순 공유지분으로 보아 공유물분할청구를 하게 되면 분할이 불가능한 상황이므로 매각후 지분비율대로 매각대금을 나누라는 판결이 나올 가능성이 매우 높으며, 위에서 말씀드린바와 같이 구분소유적 공유관계의 토지는 공유물분할청구가 불가능하기 때문에 매각분할 방법도 할 수 없는 애매한 상황입니다.

사실 토지분할로 인한 기획부동산 사기는 기획부동산 사기유형 중 극히 일부이고 사실 다른 수법의 피해가 더 큰데 지금 분할을 일률적으로 막아놔서 전국적으로 혼란이 큰 상황입니다.

정부에서도 분필문제로 많은 문제가 제기된다면 판결에 의한 분필은 언젠간 다시 허용해줄 가능성이 높다고 보입니다.

질문자님의 현재상황에서 하실 수 있는 방법은 우선 민사소송으로 지분관계를 정리하신 후, 일단 시청에 토지분할신청을 하고 거부처분을 받아 행정소송을 하셔서 다투시는 방법밖에는 없습니다. 다만 지자체에서는 공무원들이 책임소재의 문제때문에 무조건 상소하여 대법원 판결까지 받아내려고 하고 있습니다.

그래서 정리하는데는 시간이 꽤 소요되실 것으로 보입니다."
세입자 담배 판매권 소송,"저도 정확한건 모르지만 아는 선에서 질문을 하고자 지식인에 글을 남깁니다. 
저희 할아버지가 상가 건물을 가지고 있습니다.
할아버지 건물에 담배 판매권과 주택복권 판매권이 있습니다.
1층에 세입자가 10년이상 슈퍼마켓을 했습니다.
로또랑 담배랑 파는 13평짜리 슈퍼마켓을 운영하던중
계약 끝내고 나가라고 했는데 바로 옆가게에다가 슈퍼마켓을 차렸습니다.
그건 상관 없는데.
중요한건
저희 건물에 판매권이 있는 담배랑 주택복권을 세입자가 가지고 나갔습니다.
구청에 담배 판매권을 저희건물에 있던걸 취소하고 다시 옆건물에 판매권을 신청 했다고 하네요...
할아버지는 다시 담배 판매권 원래대로 우리 건물에 가지고 와라 그럼 보증금 돌려주겠다고 했는데
주지않아서 보증금은 아직 안주었고
저희가 내용증명을 발행했습니다.
그랬더니 그쪽에서도 보증금 달라고 내용증명을 발행해 왔더라고요
서로 내용증명 보낸상태입니다.
법적으로 소송이 된다면 기간이 얼마나 걸릴지 궁금합니다.
그리고 세입자가 나갈거면 그냥 나갈것이지 남에것을 왜 가지고 갔는지 의문이 드네요.. 짜증나서 글 남깁니다.","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박진세 입니다.

아시다시피 담배판매권은 일정한 거리제한이 존재하기 때문에 특정한 사업자만이 받을 수 있는 권리입니다.

이러한 담배판매권을 할아버님이 받아서 가지고 계시다가 세입자에게 판매권을 이용하여 담배판매가 가능하게 해준 것인데 세임자가 임의로 판매권을 취소시키고 새롭게 받았다면 이는 행정소송으로 다투어야 하는 사안입니다.

할아버님께서 세입자와 어떤 내용으로 임대차계약을 체결하였는지 모르겠지만, 계약서상 특상사항으로 담배판매권을 대여하는 내용이 들어 있다면 계약서에 근거하여 다투실 수 있겠으나 특약사항이 없었다면 위와 같이 행정소송을 생각해보셔야 합니다.

그리고 보증금의 경우 담배판매권과 무관한 채권이므로 임대차계약이 종료되었다면 지급하셔야 할 것입니다."
하자보수 소송 도와주세요,"아파트에서 세대당 100만원을 걷어서 하자 소송을 하는데 명의자 이름을 잘못적어서 신청해서 100만원만 내고 소송 신청이 안됐습니다 변호사측에서는 그 돈은 다시 줄수 없고 명의자도 변경이 안된다고 합니다 저희는 그냥 100만원만 날린 셈이구요
돈은 다시 못받는다 해도 명의자를 다시 제대로 바꿔서 소송이라도 하고 싶은데 너무 억울하네요 정말 아무것도 할 수 없는건가요? 좀 도와주세요..","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박진세 입니다.

몇 세대를 모아서 소송을 하셨는지 모르겠으나 100만 원에 변호사보수 및 인지송달료를 포함하신 금액으로 보입니다. 명의자 이름을 잘못적었다는 것은 원고의 특정이 잘못되었다는 것으로 보이는데 이러한 경우 그냥 소취하하신 후 다시 소송을 하시면 됩니다.

다만 이미 납부한 인지송달료는 전액 환불이 안되고 일부만 환불받게 됩니다.

세대방 100만 원이면 꽤나 큰 돈이 모였을텐데, 소송신청이 안되었다는 것으로 보아 소장접수를 못했던가 소장각하가 된 것으로 보이는데 원고명의만 다시 정리하여 충분히 다시 소송할 수 있을 것입니다.

그런데 만약 소장이 잘못되어어 제척기간을 놓쳤다는 것이라면 다시 소송하시기에는 힘들수도 있습니다."
부동산 공유물 청구소송에 대하여,공동명의 부동산을  재판에의한 분할 신청을 하려 하는데 상대방이 주소는 맞는데 부재중이라 연락이 안되는데 소송이 가능 할까요? 어느분은 공유자가 제외된 소송은 무효라고 해서요 ?,"안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박진세 입니다.

공유물분할청구는 필수적공동소송이라 공유자 전원이 피고로 들어가야 합니다.

주소를 알고 계시다면 해당 주소를 기재하여 소송을 하시면 됩니다.

알고계신 주소가 변경전 주소라 현재 주소를 알지 못하신다면 법원에 보정명령을 받아 주소를 보정하실 수 있습니다."
아들명의 차명재산을 압류할수 있을까요?,"본인은 건축업자(피고)의 의뢰를 받고 (본인의 건물을 신축한다함) 목공 내장일을 2015년6월 부터 7월 까지 일을 하였읍니다.

일이 끝나고도 차일피일 임금지급을 연기하다 어느순간부터는 연락도 안되고 있읍니다.
노동부에 임금체불 신고하고 확인서받고,
소송까지 해서 법원 확정판결을 받아놓은 상태입니다.

하지만 이 업자는 신용불량자이고 본인건물(제가 일을했던 건물)은 아들명의로 등기를 낸상태입니다.

저한테 있는 증빙서류는 이전 다른현장에서 일한 인건비 입금증이 있읍니다.
아들명의로 지급한 인건비죠.
그통장에서 업자본인의 이름으로 입금한내용도 있읍니다.

현제 체불된 임금을 못받은 사람과 자재상이 많읍니다.
한 자재상에서는 제가 보증한다 거짖말을 하고 1천여만원정도의 외상을 하고 안갚고 있읍니다.

아들명의 건물을 압류할수 있을까요? 방법좀 알려주세요.

현제 보유하고 있는 서류
1.노동부 임금체불확인서
1.판결문
1.아들과 업자의 입금내역(같은통장에서 입금됨)
1.건축물대장

- 관할법원
- 진행사항(1심,2심,3심)
- 청구금액
- 부동산 소재지
- 권리관계(소유자,저당권 등)","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박진세 입니다.

결론부터 간단히 말씀드리면 건축업자를 피고로 확정판결을 받으셨다면 그 아들명의의 재산에 압류는 불가능합니다.

건축업자를 상대로 공사대금반환청구를 하신 것으로 보이는데, 단순히 공사대금청구만 하신 것인지요?

공사도급계약에 의하여 보수를 받지 못할 경우 해당 부동산에 대한 근저당권설정 청구권 등을 행사할 수 있는 다양한 수단이 있습니다.


구체적인 것은 공사계약서 등을 확인해야 정확한 답변이 가능합니다.

일단 질문하신 내용만을 근거로 답을 드리면 형식적으로 아들을 건축주로 해두고 건축업자가 도급을 받은 형식으로 하였다면 발주자에 대한 직불청구권 또는 민법상 근저당권설정청구 등을 목적으로 소송을 하신다면 해당부동산에 집행할 여지는 있습니다.

다만 그 사이에 근저당권을 설정하는 등 실질적인 재산가치가 없다면 이 또한 추후 압류집행하는데 어려움은 있을 수 있습니다."
상가명도 소송중 임차인이 5개월 월세미납상태입니다. 어찌해야 하나요?,"상가명도 소송중입니다.
10개월가량 진행중인데 진척이 없어 이렇게 지식인데 글을 남기게 되네요.
명도 소송도중 지금까지 5개월 임대료가 미납상태이며
계속 임대료를 납부하지 않을 것으로 보입니다.
이러한 경우 명도 소송에 어떠한 영향을 미치는지, 계속해서 미납하면 어떻게 대처해야하는지 알고 싶습니다. ","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박진세 입니다.

임대료를 미납하면 그냥 보증금에서 공제항변을 하시면 됩니다. 명도소송에서 임차인이 임대보증금에 대한 반환을 동시이행으로 주장하고 있는지는 모르겠으나 명도시까지 미납 임대료를 공제하실 수 있는 권리가 있습니다.

명도소송은 차임연체 등으로 임대차계약 해지를 원인으로 하는 소송으로 임대료 미납이 무슨 영향을 미치는 것은 아닙니다."
공사를 다 안하고 도망간 업체에서 지급명령 신청서가 날라왔습니다.,"몇년 전에 인테리어 공사를 하기위해 인테리어업체에서 공사를 하청을
했습니다. 그리고나서 공사 진행이 안되어 잔금을 제외한 모든 비용을
준 상황에서 연락도 안받고 잠적을해서 타 업체에게 마무리 공사를
맡겼고 그로인하여 금전적인 피해를 봤습니다. 우선 계약이행보증보험
가입이 되어 있어서 받기 위해서 진행 중이 었는데. 

그 쪽에서 오히려 우리가 돈을 지급안했다고 지급명령신청을 
한 상태입니다. 사실상 저희가는 피해본것에대한 자료가 다 존재하고
돈까지 준자료가 다존재합니다 계약서에 이행하여 무슨근거로 소송을 걸려는
지는 모르겠으나. 우선 계약이행보증보험 지급을 늦추기 위해서 인듯
한대.  어떻게 대처 해야될까요? 계약이행보증보험 금액만 받고
끝날 수도 있는 상황이었는데 몇천만원이 되는 손해액을 전부 
청구 받고 싶습니다.

- 관할법원
- 진행사항(1심,2심,3심)
- 청구금액","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박진세 입니다.

일단 지급명령에 대하여 2주 이내에 이의신청을 하시면 정식으로 민사소송절차가 개시됩니다.

정식으로 민사소송절차가 개시된 후 반소청구를 하면서 손해액에 대한 배상청구를 하시는 방법이 있고 아예 별소로 제기하는 방법도 있습니다.

건설부동산 분쟁이 많은 편인데 다소 전문적인 영역이고 말씀하시는 피해액이 작지 않아 보이는데 변호사의 조력을 받아서 소송을 진행하시는 것이 좋을 것으로 보입니다."
사기배임으로 인한 손해배상청구,"형이 동생에게 50% 공동소유인 집을 담보로 1억을 대출받아 달라고 했더니
2008년 7월 16일에 6억5천만원을 집을 담보로 20년 원리금 상환조건으로 대출받아
형에게는 1억을 주어 형은 이를 1년 후 동생에게 돌려 주었는데 동생은 이를 대출금 상환에 쓰지도
않았습니다.

 동생은 자신이 원리금 상환 방식으로 상기 채무를 상환하다가 2018년 1월 부터 상환을 하지 않아 채권자인 금융기관이 2018년 1월 25일 경매신청하여 현재 경매과정에 있습니다. 미상환 원리금은 5억 정도입니다. 동생은 2017년 초에 이 집에 대해 공유물분할 소송을 걸어 오면서 형에 대해 처분금지가처분 결정도 받아 놓았습니다. 

1) 이 경우 형은 동생에게 손해배상 청구를 할 수 있는지요.
2) 손해 배상의 대상금액은 얼마로 해야 하는지요.
3)  경매진행중인 50% 공동 소유의 집의 동생의 소유권에 대해서도 가압류를 할 수 있는지요.
4) 시효가 있다고 하는데 법원에 언제까지 소장을 접수시켜야 하는지요.

아니면 위의 방식이 아닌 형이 손해를 배상받을 수 있는 또는 권리를 지킬 수 있는 어떤 방법이 있는지요.","안녕하세요. 서울지방변호사회-네이버 지식iN 상담변호사 박진세 입니다.

상황이 정확히 정리가 잘 안되긴하는데, 형이 1억원만 대출을 받으라고 하였는데 동생이 임의로 6억5천만원에 대한 대출로 집 전체를 담보로 제공하였다는 뜻인지요?

일단 형사건에 대하여 검토하자면,

2008. 7. 16. 대출을 받았고 1년 후인 2009년경 동생에게 대출금을 상환하라고 1억을 주었는데 임의로 소비하였다는 것으로 이는 형법상 횡령죄에 해당합니다. 다만 횡령죄의 공소시효가 7년이라 이미 형사처벌의 시한은 넘겼습니다.

일단 동생도 50%의 지분이 있으므로 손해액은 미상환 원리금인 5억 원의 절반인 2억5천과 상환하라고 지급한 1억 원을 합치는 정도가 적당해보입니다.

경매가 진행중이라고 하셨는데 동생이 형님의 지분에 설정한 가처분은 낙찰되면 소멸될 것이고 가처분에 대하여는 아무런 배당이 없습니다.

그리고 손해배상채권을 근거로 가압류를 설정하실 수는 있으나 현재 경매가 진행중이므로 경매에 채권자로 신고가 가능한 단계인지는 질문내용만 보아서는 모르겠습니다. 가압류가 가능하다는 전제에서 경매후 가압류에 해당하는 금액에 대하여는 경매법원에서 현금공탁을 하여 그 금액에 가압류의 효력이 미치게 하는 조치를 취하게 될 것입니다.

민사상 손해배상청구의 시효를 의미하시는 것 같은데, 불법행위를  안날로부터 3년, 불법행위시부터 10년의 소멸시효가 적용됩니다."
