제목,본문,답변
민사조정실에서 피고가 욕설을 했을경우,민사소송 진행후 변론기일 없이 조정기일이 바로 잡혔고 조정기일날 피고가 조정위원들이 보는 앞에서 원고에게 욕설을 하였습니다이럴경우 모욕죄가 성립 하는지요또한 조정위원들이 불특정다수에 포함 되는지요만약 그욕설중에 죽이겠다는 협박성 말을 했다면협박죄도 같이 성립하는지요인간적모멸감때문에 하루도 편한날이 없습니다사법기관인 법원조정실 욕을 해도 조정위원들은피고에게 나가 있으라고 이말만 하시구관련태그 명예훼손모욕 민사소송절차 조정화해중재, 윈앤파트너스 법률사무소  조대진 변호사 변호사 프로필보기 사무실 문의 전화 05077258005모욕죄성립에있어어 전파가능성에 문제가있을것으로 보입니다 좀더자세한상담을 위해서 전화로 연락주시면 앞으로의 대응방향에 대해 자세히 설명드리겠습니다 다수의 모욕죄사안을 처리하였습니다 전화주세요 도와드리겠습니다 답변 변호사와의 상담을 원하신다면 아래의 사무실 연락처로 전화문의 하시거나 변호사 프로필보기를 눌러보세요 사무실 문의 전화 05077258005 변호사 프로필보기  클릭 지식 변호사 답변은 로톡과 네이버의 콘텐츠 제휴를 통해 변호사가 직접 정확하고 신뢰할 수 있는 답변을 전달해 드립니다 로톡은 법무법인이나 법률사무소가 아니며 법률사무를 제공하지 않습니다 모든 법률상담은 로톡을 이용하는 각 변호사 회원이 직접 독립적으로 수행합니다변호사와 의뢰인을 더 가까이 로톡더 많은 변호사 답변 보기212606
검사 권유 형사조정,통매음으로 현재 검찰 송치된 상황입니다텍스트 두문장으로 고소 당했으며 수위도 낮습니다검찰송치 문자 받자마자 양형자료 상장기부내역헌혈증 등등 반성문 제출은 안했습니다 등기우편으로 보냈고 형사조정 권유 전화 하루전에 변호인의견서도 구매하여 제출 하였습니다 형사조정 권유 전화를 받고 일단 합의 의사는 있다고 말하였으며 현재 기소중지 상태 입니다 제가 궁금한건 검사실 권유 형사조정에서 합의에 실패하면 바로 검사처분이 내려지나요 아니면 제가 제출한 양형자료들과 함께 재수사가 이뤄지나요관련태그 조정화해중재 형사소송절차, 법률사무소 태희  김경태 변호사 변호사 프로필보기안녕하세요 김경태 변호사입니다혐의사실을 모두 인정하시는 상황에서 피해자와의 합의가 필요하신 상황으로 판단됩니다1 피해자와 합의를 하지 않는다면 피해자가 질문자님에 대한 처벌을 여전히 원한다고 볼 것이므로 이와 같은 상황에서 검사가 기소유예처분을 하기는 어렵습니다 따라서 형사조정을 통해 최대한 형사합의를 이끌어내시는게 중요해 보입니다2 나아가 통신매체이용음란죄로 처벌되는 경우 이는 성범죄 전과기록으로 남게됩니다 따라서 초범이시라면 피해자에게 용서를 구하시고 형사합의를 진행하시어 기소유예를 받는 방향으로 변론을 하신다면 전과기록이 남지 않을 수도 있습니다3 보다 정확한 판단은 구체적인 상담을 통해 가능하므로 도움이 필요하시게 되면 언제든지 연락 부탁드립니다 답변 변호사와의 상담을 원하신다면 변호사 프로필보기를 눌러보세요 변호사 프로필보기  클릭 지식 변호사 답변은 로톡과 네이버의 콘텐츠 제휴를 통해 변호사가 직접 정확하고 신뢰할 수 있는 답변을 전달해 드립니다 로톡은 법무법인이나 법률사무소가 아니며 법률사무를 제공하지 않습니다 모든 법률상담은 로톡을 이용하는 각 변호사 회원이 직접 독립적으로 수행합니다변호사와 의뢰인을 더 가까이 로톡더 많은 변호사 답변 보기212532
기소중지가 뭔지 궁금합니다,검찰처분으로 기소중지를 처분해주셨는데 검사님께서 네이버에 검색해보니 넓은의미의 불기소 처분이라고 하는데 지금 형사조정회부에 넘어갔다는 이야기 들었습니다 만약에 조정이라는게 합의를 할지 안할지 라고 하던데 합의를 하지 않게 된다면 다시 기소중지가 풀리고 처분이 다른처분이 되는건지 아니면 합의가 되지않더라고 기소중지가 계속 진행되어지는지 궁금합니다관련태그 조정화해중재, 법무법인 오른  백창협 변호사 변호사 프로필보기 사무실 문의 전화 050772591621 형사조정을 위해 기소중지처분이 된 것이고 조정이 성립되지 않으면 검찰의 처분이 내려질 것입니다 어떤 범죄인지는 모르겠으나 조정이 이루어지도록 노력하는 것이 좋아 보입니다2 구체적인 상담을 거친 답변이 아니오니 참고만 하시고 대한변호사협회 등록 형사전문변호사이니 궁금하신 사항은 연락주세요 답변 변호사와의 상담을 원하신다면 아래의 사무실 연락처로 전화문의 하시거나 변호사 프로필보기를 눌러보세요 사무실 문의 전화 05077259162 변호사 프로필보기  클릭 지식 변호사 답변은 로톡과 네이버의 콘텐츠 제휴를 통해 변호사가 직접 정확하고 신뢰할 수 있는 답변을 전달해 드립니다 로톡은 법무법인이나 법률사무소가 아니며 법률사무를 제공하지 않습니다 모든 법률상담은 로톡을 이용하는 각 변호사 회원이 직접 독립적으로 수행합니다변호사와 의뢰인을 더 가까이 로톡더 많은 변호사 답변 보기212471
조정회부 거부의견서 제출방법 문의드립니다,ㅇ 전자소송으로 민사소액심판 소송진행중입니다 원고자격ㅇ 피고 답변서부본 송달 받은후 조정회부결정등본 송달 받았습니다ㅇ 조정의사가 없어서 조정회부 거부의견서를 제출하려고 합니다ㅇ 전자소송 서류제출 메뉴에서 의견서제출 메뉴를 찾을수 없는데 어떤 서류 메뉴에서 제출해야하는지 도움 부탁드립니다ㅇ 그냥 준비서면 메뉴에서 의견서 제출해도 될까요관련태그 조정화해중재, 법률사무소 인도  안병찬 변호사 변호사 프로필보기1 준비서면으로 조정 의사 없다는 점 밝히시면 조정 없이 본안 절차로 진행될 것으로 보입니다 조정이 필요하지 않은 이유도 간단히 적을 필요 있습니다2 관련 자료 가지고 전문가와 상담을 통해 사건 진행하시길 바랍니다 답변 변호사와의 상담을 원하신다면 변호사 프로필보기를 눌러보세요 변호사 프로필보기  클릭 지식 변호사 답변은 로톡과 네이버의 콘텐츠 제휴를 통해 변호사가 직접 정확하고 신뢰할 수 있는 답변을 전달해 드립니다 로톡은 법무법인이나 법률사무소가 아니며 법률사무를 제공하지 않습니다 모든 법률상담은 로톡을 이용하는 각 변호사 회원이 직접 독립적으로 수행합니다변호사와 의뢰인을 더 가까이 로톡
형사조정  특수상해폭행,상대방은 저를 유리잔으로 폭행하여 특수상해 저는 때리지 않았지만 상대가 뺨을 때렸다고 주장하였고 씨씨티비가 없어 목격자상대의 친구들 증언으로 쌍방으로 기소됐습니다지금 상대방과 상대방 친구1이 저한테 뺨을 맞았다고 하고 저는 상대방에게 특수상해를 당한 상태고 형사조정을 해야하는데두명이 아니라 세명이 연루되면 다른 점이 있나요제가 상대방에겐 합의금치료비 등 받아도 상대 친구에게는 합의금을 지불해야할 수도 있나요관련태그 조정화해중재, 윈앤파트너스 법률사무소  조대진 변호사 변호사 프로필보기 사무실 문의 전화 05077258005수사기관은 의뢰인분도 혐의가있다고판단하고 형사조정을 진행하는것으로 보입니다 실제로 상대방을 때린적이없다면 적극적으로 무혐의를 주장하셔야합니다 변호사의 도움을받아 방어를진행하시기바랍니다 전화주세요 도와드리겠습니다 좀더자세한상담을 위해서 전화로 연락주시면 앞으로의 대응방향에 대해 자세히 설명드리겠습니다 다수의 특수상해사례를 처리하였습니다 답변 변호사와의 상담을 원하신다면 아래의 사무실 연락처로 전화문의 하시거나 변호사 프로필보기를 눌러보세요 사무실 문의 전화 05077258005 변호사 프로필보기  클릭 지식 변호사 답변은 로톡과 네이버의 콘텐츠 제휴를 통해 변호사가 직접 정확하고 신뢰할 수 있는 답변을 전달해 드립니다 로톡은 법무법인이나 법률사무소가 아니며 법률사무를 제공하지 않습니다 모든 법률상담은 로톡을 이용하는 각 변호사 회원이 직접 독립적으로 수행합니다변호사와 의뢰인을 더 가까이 로톡
조정합의 실패시 변호사 재선임비용,건물 수리문제로 건설업자랑 손해배상 법정 싸움중인데요 조정이 떠서 합의를 해야하나 고민중인 상태입니다 만약 조정이 실패할경우 지금 같이 일하고 있는 변호사의 역할은 끝나고 다시 변호사를 재선임해야하나요 합의 실패시 변호사 재선임으로 추가비용이 든다고 하던데 사실인가요합의가 안 될경우 변호사 재선임에 따른 추가비용 발생같은 이후 과정 좀 알려주세요 관련태그 조정화해중재, 서울종합법무법인  류제형 변호사 변호사 프로필보기 사무실 문의 전화 050772527701 현재 사건을 진행하고 계시는 변호사님께 직접 여쭤보시기 바랍니다 일반적인 경우라면 1심 판결선고시까지 사건을 대리하나 얼마든지 달리 정할 수도 있습니다 즉 사건위임계약에 따라 달라집니다2 기타 문의사항 있으시거나 추후 사건의 진행에 있어 변호사의 도움이 필요하게 되시면 연락주시기 바랍니다 답변 변호사와의 상담을 원하신다면 아래의 사무실 연락처로 전화문의 하시거나 변호사 프로필보기를 눌러보세요 사무실 문의 전화 05077252770 변호사 프로필보기  클릭 지식 변호사 답변은 로톡과 네이버의 콘텐츠 제휴를 통해 변호사가 직접 정확하고 신뢰할 수 있는 답변을 전달해 드립니다 로톡은 법무법인이나 법률사무소가 아니며 법률사무를 제공하지 않습니다 모든 법률상담은 로톡을 이용하는 각 변호사 회원이 직접 독립적으로 수행합니다변호사와 의뢰인을 더 가까이 로톡
조정기일 불출석 관련 질문입니다,일단 상간남으로 피고인 사람입니다1차 조정기일때에는 참석은 했는데 원고와는 대화하지 못한 상황이였고2차 조정기일이 내일 잡혀있었는데 어제 날짜로 원고가 조정불출석 사유서를 제출한상황입니다 저는 이사실을 오늘 알게되었고 담당 조정부서에 연락해 보니원고가 조정의사가 없어 해당 사건은 다시 일반 재판 단독부에 배정될꺼라고 하더군요그래서 저는 그럼 원고도 불출석 하고 조정의사가 없다면 저도 내일 불출석 해도 되냐고 했더니그거는 선생님이 알아서 결정할 부분이라고 이에 따른 불이익이 있을지 없을지는 모르겠다는답변을 들었습니다 간혹 조정기일 불출석시 과태료나 구금 등등에 처해진다고 하던데내일 저도 그냥 안나가도 아무 불이익이 없는건지 알고 싶습니다불출석 사유서라도 내고 싶지만 당장 내일이 오전 10시가 조정기일이라 시간도 촉박해서요그냥 내일 저도 안나가도 조정 불성립되고 그냥 단독 재판부로 사건이 다시 돌아가재판을 받으면 되는건지요관련태그 조정화해중재, 로톡 운영팀  탈퇴한 변호사 변호사 변호사 프로필보기 사무실 문의 전화 05077258072원고가 조정불출석 사유서를 제출한 상태에서 귀하가 출석하실지 여부는 선택사항이나 반드시 출석할 필요는 없을 것으로 보입니다 이에 따른 명시적인 불이익은 없을 것이나 조정기일에 출석했는지 여부는 조서에 남게 되니 참고하시기 바랍니다 가능하다면 전자소송을 통해서 귀하도 출석이 어렵다는 취지의 간단한 불출석사유서라도 제출하실 것을 권해드립니다 답변 변호사와의 상담을 원하신다면 아래의 사무실 연락처로 전화문의 하시거나 변호사 프로필보기를 눌러보세요 사무실 문의 전화 05077258072 변호사 프로필보기  클릭 지식 변호사 답변은 로톡과 네이버의 콘텐츠 제휴를 통해 변호사가 직접 정확하고 신뢰할 수 있는 답변을 전달해 드립니다 로톡은 법무법인이나 법률사무소가 아니며 법률사무를 제공하지 않습니다 모든 법률상담은 로톡을 이용하는 각 변호사 회원이 직접 독립적으로 수행합니다변호사와 의뢰인을 더 가까이 로톡
합의서 작성에 대한 질문 입니다,제가 회사를 고소를 한 건에 대해서 합의를 논의중에 있습니다어느정도 타협점을 찾아서 이제 합의서 작성만 하면 되는데요갑자기 상대쪽 변호사가 회사가 합의금을 퇴사전에 지급하면 상여금으로 취급이 되어서 퇴사 이후에 준다고 말이 바뀌었습니다 퇴사는 다음달뭔가 찜찜해서 바로 받고싶다고는 얘기 했는데 원래 이런식으로도 될 수 있나요그리고 합의서와 별도로 갑자기 처벌불원서 를 작성해달라고 하는데 이것도 작성을 해야하나요 저는 아직 감정이 좋지 않아서 작성하고싶지 않아서요 합의서와 처벌불원서는 다른 개념인가요또한 합의 조건에 제가 회사를 상대로 노동청에서 진행한 진정도 취하를 해야하는데 이건 어떻게 취소를 하면 되는건가요관련태그 기타법률서비스 조정화해중재, 법률사무소 나란  서지원 변호사 변호사 프로필보기 사무실 문의 전화 05077250208질문자님이 관할 노동청에 진정한 건에 대해 회사와 합의서를 작성하기로 한 사안으로 판단됩니다 사업주는 회계정리를 명확히 하기 위해 합의금을 퇴사 다음날 지급하기로 하고 합의서를 작성하기로 하였으나 사업주가 합의금 지급을 미룰까 염려하시는 상황으로 보여집니다만약 사업주가 합의서 내용을 이행하지 아니한다면 채무면탈 등으로 형사고소도 가능하고 노동청 재진정도 가능합니다처벌불원서는 합의서와 함께 노동청에 제출할 목적으로 요구하는 것이 일반적이니 작성해 주셔도 무방할 것으로 보여집니다혹 추가적인 문의사항이 있으시다면 언제든 편하게 제게 연락 주시면 보다 더 자세한 상담 드리겠습니다 감사합니다 답변 변호사와의 상담을 원하신다면 아래의 사무실 연락처로 전화문의 하시거나 변호사 프로필보기를 눌러보세요 사무실 문의 전화 05077250208 변호사 프로필보기  클릭 지식 변호사 답변은 로톡과 네이버의 콘텐츠 제휴를 통해 변호사가 직접 정확하고 신뢰할 수 있는 답변을 전달해 드립니다 로톡은 법무법인이나 법률사무소가 아니며 법률사무를 제공하지 않습니다 모든 법률상담은 로톡을 이용하는 각 변호사 회원이 직접 독립적으로 수행합니다변호사와 의뢰인을 더 가까이 로톡
가정법원 판사 고발하고 싶습니다,가정법원 판사가 공정하게 조정할 의무를 버리고조정을 진행하여 막대한 재산상 손해를 입었습니다일방 당사자에게 불이익이 되는 조정 조건을 걸고 불리한 조건을 일방적으로 고지했습니다그러나 이것을 숨기고 일방 당사자에게 유리하다며일방 당사자를 기망하여 그 당사자가 이 사실을 인지 못하고 현저히 불리한 조정임을 인지하지 못하고 판사의 지속적인 강제로 조정에 동의하게 하였습니다판사 ㅅㄲ 고소고발사고 싶은데 절차 알려주세요사기 공무집행 방해 배임죄로 고발하면 되나요관련태그 조정화해중재관련키워드 가정법원 고발 고소 사기, 법무법인 하신  김정중 변호사 변호사 프로필보기 사무실 문의 전화 050772528471 판사를 고소 고발한다면 본인 스스로 고소 고발하시기 보다는 변호인의 조력을 받아 하시길 바랍니다2 괜히 판사에게 섣불리 고소를 하셨다가 무고죄로 고소를 당하실 확률이 매우 높으므로 변호인의 조력을 받으셔야 합니다3 조정상의 진행에 있어서 불공평하게 진행하였다는 것만으로는 형사상 처벌시키는게 어렵습니다성범죄와 형사사건을 전문으로 하는 법무법인 하신의 김정중 변호사입니다성범죄와 사기사건 1000건이상 수행하였습니다 전화상담 주십시요 답변 변호사와의 상담을 원하신다면 아래의 사무실 연락처로 전화문의 하시거나 변호사 프로필보기를 눌러보세요 사무실 문의 전화 05077252847 변호사 프로필보기  클릭 지식 변호사 답변은 로톡과 네이버의 콘텐츠 제휴를 통해 변호사가 직접 정확하고 신뢰할 수 있는 답변을 전달해 드립니다 로톡은 법무법인이나 법률사무소가 아니며 법률사무를 제공하지 않습니다 모든 법률상담은 로톡을 이용하는 각 변호사 회원이 직접 독립적으로 수행합니다변호사와 의뢰인을 더 가까이 로톡
형사조정이 이루어지지 않을 시,현재 스토킹처벌법 가해자로 수사를 마쳤습니다 전 연인 이었던 피해자에게 모욕적인 언행을 메세지로 전달했으며 그 과정에서 우연히 만난 피해자에게 대면으로 사과를 했지만 거절하고 찾아오지 말라고 했습니다 당연히 그 이후론 찾아간 적 없고 이후 몇차례 사과가 담긴 메세지를 보냈지만 연락을 하면 안되는걸 알기에 곧바로 삭제했습니다 그 후 지구대에서 연락이 와 경고를 받았고 이후 3개월동안 어떤 접촉없이 지냈습니다 1월 10일경 버스에서 우연히 만난 피해자를 보았습니다 버스에서 내린 후 내가 1주일정도 버스를 타고 출퇴근을 해야한다 서로 마주치지 않게 조심하자라고 메세지를 보냈습니다 그 과정에서 실수로 전화를 눌렀지만 곧바로 취소했구요 답장이 없으면 제가 다른 버스를 타고 출퇴근 하려고 했습니다 답장이 없어 다른 방법으로 출퇴근 하던 와중 지구대에 연락이 와 다시한번 경고를 받았습니다몇주 뒤에 여성청소년수사팀으로 수사를 받으라고 연락이 와 수사가 끝나 검찰에 송치 중인 상황입니다 중간 수사관님께서 피해자가 합의 의사가 있는지 물어봐주겠다고 하셨고 피해자는 고민하고 연락을 주신다고 한 뒤 합의 의사가 없다고 했습니다 이후 검찰에 송치되면 형사조정이라는 제도가 있다고 들었는데 저는 최대한 그 피해자의 원하는 형태로 합의를 마치고 싶습니다 하지만 따로 연락을 취해 종용할 수 없는 입장이기에 최대한 반성을 표하면서 형사조정을 원만하게 마치는 방법과 만약 조정이 이루어지지 않으면 이후 재판을 가는지 또 재판에서 대략적인 집행 수위를 알고싶습니다관련태그 성범죄 조정화해중재 폭행협박관련키워드 모욕 송치 형사 청소년 수사, 법무법인 공명  김준성 변호사 변호사 프로필보기 사무실 문의 전화 05077252537안녕하세요 법무법인 공명의 김준성 파트너 변호사입니다1 처음에는 실수로 상대방에게 모욕적인 언행이 담긴 메세지를 보냈지만 그 이후에는 이에 대한 사과와 상담자분이 적극적으로 상대방과의 접촉을 피하기 위해 연락을 한 것으로 보여집니다 이렇듯 스토킹 행위로까지 보여지지 않는 본건 행위에 대해 상대방이 형사고소까지 한 의사를 확인할 필요가 있습니다2 경찰에서 이미 검찰로 송치를 하였다면 경찰에서는 상담자분에게 혐의가 있다고 판단을 한 것입니다 하지만 본 변호사가 판단키에는 법리적으로 무혐의 주장이 불가능한 사안이 아니기 때문에 현 단계에서라도 관련 사건의 경험이 많은 형사전문 변호사를 변호인으로 선임하여 수사과정에 적극적으로 대처 하시기를 권해 드립니다3 상담자분의 본건 행위는 크게 상대방에 대한 사과와 상대방과 물리적으로 마주치지 않기 위해 상담자분이 조심하고자 하는 목적에서 보낸 메시지 등이라고 판단됩니다 스토킹처벌법으로 처벌하기 위해서는 상대방의 의사에 반하여 정당한 이유 없이 불안감 또는 공포심을 일으킬 수 있는 문자 등을 도달하게 하여야 합니다 하지만 상담자분의 행위를 보면 최초의 모욕적 언행이 담긴 메시지 이외에는 정당한 이유가 있다고 볼 여지가 있습니다 그 행위의 횟수 또한 많지가 않은 것으로 보여집니다4 본 변호사는 상담자분과 같이 스토킹처벌법위반죄로 고소 당하신 분의 변호인으로 사건을 진행한 경험이 있습니다 위와 같이 법리적으로 유의미한 주장을 하는 외에 피해자와의 합의에도 노력을 하여야 합니다 형사조정은 진행되지 않고 곧바로 기소가 될 수도 있습니다 형사조정은 의무가 아닙니다 이에 현 변호인이 검찰에 요청하여 시간을 끌면서 형사조정이나 변호인이 직접 피해자에게 합의를 시도 해보아야 합니다 가해자가 직접 합의를 시도할 경우 본건처럼 무산되는 경우가 많아 이 부분에서도 변호인의 도움을 받아야 합니다5 추가 상담을 진행 해주세요 유죄인정 시 중한 처벌이 예상됩니다 김준성 변호사는 대한변호사협회에 등록등록 제2019297호된 형사전문변호사이며 사무장 없이 모든사건을 직접처리합니다 또한 서울서부지방검찰청 등에서 근무하며 다수의 형사사건을 다뤄왔기때문에 의뢰인분들에게 실질적인 도움을 드릴수 있을 것입니다 답변 변호사와의 상담을 원하신다면 아래의 사무실 연락처로 전화문의 하시거나 변호사 프로필보기를 눌러보세요 사무실 문의 전화 05077252537 변호사 프로필보기  클릭 지식 변호사 답변은 로톡과 네이버의 콘텐츠 제휴를 통해 변호사가 직접 정확하고 신뢰할 수 있는 답변을 전달해 드립니다 로톡은 법무법인이나 법률사무소가 아니며 법률사무를 제공하지 않습니다 모든 법률상담은 로톡을 이용하는 각 변호사 회원이 직접 독립적으로 수행합니다변호사와 의뢰인을 더 가까이 로톡
