제목,본문,답변
안녕하세요 번개장터 가품 사기 민사소송 하려고합니다,"번개장터에서 옷을구입하였는데 한번입었다고 하고
정품이라고 했는데 옷이와서 비교해보니 짭이 왔습니다.
확인후 바로 판매자에게 환불 요청하니 
자기는 정품인줄알았다 나는 몰랐다

그러니 제가 아 알겠으니 환불만 해달라 했는데
저도 그러고 싶은데 돈을 다써서.. 이러고

전화도 안받고 그후 카톡도 안봅니다 번개장터는 계접 접송중이라고 뜨고있구요

대화내용은 전부 있습니다.

이거 민사소송으로 걸수있는부분인가요?

민사소송 절차도 알려주시면 감사하겠습니다.","안녕하세요. 로시컴-네이버 지식iN 상담변호사 김기윤 입니다.
채무불이행으로 인한 계약해제를 하셔서 원상회복청구를 하시면 됩니다.
소액이시라면 소액사건심판청구를 하시거나 지급명령을 신청하시면 됩니다.
이러한 절차가 까다로우시다면 형사고소를 하시는 것도 방법입니다.
가짜명품을 진짜라고 속이고 판매할 경우 사기죄가 성립하므로 경찰서에 신고하셔서 합의를 보시는 것이 더 빠를 수 있습니다.
구체적인 것은 문의주셔서 자세한 상담 받아보시길 권해드립니다. 추가로 문의가 필요하시면 연락주세요. 자세히 상담해드리겠습니다. 
https://blog.naver.com/hopelawpasan/222377220296
[형사전문변호사] 김기윤 변호사의 형사사건 성공사례
대한변호사협회가 인정한 형사전문변호사의 성공사례 안녕하세요. 대한변호사협회에서 인정한 '형사전...
blog.naver.com"
사기를 당했는데 회사와 이사들에게 연대책임을 물을수 있나요?,"어떤 회사와 계약을 했는데 돈을 받아놓고 물건을 안주었습니다.
그래서 적극적으로 계약을 유도한 대표와 이사를 고소했습니다.
이제 민사로 돈을 받아야되는데요.
회사한테는 채무불이행책임을 물어야 하고 이사들한테는 불법행위책임을 물어야할 것같은데요.
이사들이 연대책임을 지는 것은 알겠는데, 회사와 이사들을 전부 공동피고로 연대책임을 묻는 것으로 소송을 제기할 수는 없는지요?
즉, 청구취지에 ""피고들은 연대하여....""이렇게 한꺼번에 써도 되는지요?
만일 가능하다면 어떤 법적근거로 셋에 대해 연대책임을 물을 수 있는 것인가요?

소중한 답변 기다리겠습니다.","안녕하세요. 로시컴-네이버 지식iN 상담변호사 김기윤 입니다.
상법 제401조에 따라 이사의 제3자에 대한 손해배상청구를 하시게 되면 대표이사, 이사, 회사가 연대하여 손해배상책임을 지게 됩니다.
다만 판례는 상법 제401조 제1항에 규정된 주식회사의 이사의 제3자에 대한 손해배상책임은 이사가 악의 또는 중대한 과실로 인하여 그 임무를 해태한 것을 요건으로 하는 것이어서 단순히 통상의 거래행위로 인하여 부담하는 회사의 채무를 이행하지 않는 것만으로는 악의 또는 중대한 과실로 그 임무를 해태한 것이라고 할 수 없지만, 이사의 직무상 충실 및 선관의무 위반의 행위로서 위법성이 있는 경우에는 악의 또는 중대한 과실로 그 임무를 해태한 경우에 해당한다고 판시하고 있어 인용가능성에 대해 검토해 보아야 할 것을 보입니다(대법원 2003. 4. 11., 선고, 2002다70044, 판결).
구체적인 것은 문의주셔서 자세한 상담 받아보시길 권해드립니다. 추가로 문의가 필요하시면 연락주세요. 자세히 상담해드리겠습니다. "
투자금 1500 민사소송 질문드립니다.,"코인을 하던중 지인에게 1500투자금을 받았습니다.
-10% 는 손절해도 어쩔수없다 말하였고 지인도 동의하였습니다.
지인 돈이-10%일때 돈을 돌려주겟다햇습니다
하지만 기다려보자 오르겟지 라고햇지만
현재는 -80%인 상태에서
-10%를 제외한 나머지 돈을 돌려달라고 하네요.
저도 지인 돈을 잃지않게하려고 제 돈까지써서 코인 물을 탔는데
민사소송을 걸겠다는둥 어쩌겠다는둥 하는데
이게 제가 돈 원금을 돌려줘야되는게 맞나요?
증거는 카톡내역,녹음내역 있습니다.
도와주세요","안녕하세요. 로시컴-네이버 지식iN 상담변호사 김기윤 입니다.
질문자분께서 상대방에게 돈을 빌려서 투자를 한 것이 아니고 상대방으로부터 대신 투자해달라는 부탁을 받아서 투자를 하신 경우라면 손실이 난 부분에 대해서 돌려주셔야 할 의무는 없습니다.
게다가 10%의 손실이 났을 때 돌려주겠다고 하였으나 상대방이 이를 거절한 이상 질문자분에게 책임을 물을 수는 없을 것으로 보입니다.
구체적인 것은 문의주셔서 자세한 상담 받아보시길 권해드립니다. 추가로 문의가 필요하시면 연락주세요. 자세히 상담해드리겠습니다. "
지쿠터 킥보드에 뺑소니당했습니다.,안녕하세요 차량 주차해놨는데 오늘기준 어제 주차해놓은 차량에 골목에서 킥보드가 앞범퍼 조수석쪽 휀다밑부분을 긁고갔습니다 차량도 흔들리고 스크래치도 났습니다 경찰서에 접수하면서 경찰분에게 지쿠터 킥보드이고 다 gps깔려있고 면허등록하고 타야하니 시간대도 정확하게 알고 위치도 정확하게 알아서 그 부분에 대해서 지쿠터 회사측에 문의해서 그시간대에 지나간 킥보드를 조회해달라하니 문의해봤자 개인정보라해서 개인신상을 지쿠터측에서 안준다고합니다 이거에 대해서 저는 많이 이해가 안가는 상황입니다 뺑소니 사고이고 제 차량과 자기네 회사측 킥보드가 손상이 간 부분에대해서 배상을 해야하는 부분인데 경찰분이 지쿠터 회사측에서 개인정보를 안준다는게 그게 맞는건지 싶습니다 인상착의 얼굴 다 정확하게 나와있고 그냥 정말 그걸 추적해서 찾으면 금방 잡는걸 주변 씨씨티비를 통해 그 사람 동선을 추적해야한다하네요 정말 답답하기만 하네요 쉬운방법이 있는데 그건 안됀다고 하니 제 입장에선 정말 난처합니다 이 분야에서 잘 아시는분 있으시면 답변 부탁드리겠습니다,"안녕하세요. 로시컴-네이버 지식iN 상담변호사 김기윤 입니다.
이미 공소가 제기된 사건의 경우 사기업에 수사협조를 구하는 것은 용이할 수 있으나 단순 경찰수사단계에서는 어려울 수 있습니다.
이러한 경우에는 수사관에게 엄벌을 계속해서 요청하고 수사단계를 매일매일 확인하시는 수밖에 없을 것으로 보입니다. 
구체적인 것은 문의주셔서 자세한 상담 받아보시길 권해드립니다. 추가로 문의가 필요하시면 연락주세요. 자세히 상담해드리겠습니다. 
https://blog.naver.com/hopelawpasan/222377220296
[형사전문변호사] 김기윤 변호사의 형사사건 성공사례
대한변호사협회가 인정한 형사전문변호사의 성공사례 안녕하세요. 대한변호사협회에서 인정한 '형사전...
blog.naver.com"
중고나라 사기,"중고나라(번개장터)에서 한 달 전에 물물교환을 했습니다
제 상품A (45만원 가량의 신발)
상대측 상품 B (80만원 가량의 지갑)
물건 교환 전에 상대측의 물건이 비싸 상대측에서 먼저 금전적인 요구를 했습니다.
제가 거절하자 상대측의 금전적인 요구 없이 물물교환을 진행했습니다.
상대측에서는 물건 교환을 하기전에 물건이 진품이라고 했기에 믿고 거래했지만 이제와서 보니 상대측에서 보낸 물건이 진품을 흉내넨 흔히 말하는 짭퉁이였습니다
상대측에서는 다시 물건 교환해주겠다고 하는데 한 달이라는 시간동안 사용하고 돌려준다니 불쾌해서 다시 교환은 못하겠습니다 신발도 시즌이 지난 상품이라 이제 나오지않습니다 또 상대측에서 이제서야 정품이 아닌 줄 몰랐다고하고 파출소에서는 민사소송으로 해결하라는데 민사는 오래걸려거 하고싶지않은데 다른방법 없을까요","안녕하세요. 로시컴-네이버 지식iN 상담변호사 김기윤 입니다.
1. 가품을 진품으로 속여 판매한 경우 사기죄가 성립할 수 있습니다.
2. 판매자가 가품인 것을 몰랐음을 입증하지 못하는 이상 사기죄가 성립할 것으로 보입니다.
3. 경찰에 신고 접수를 하시거나 고소장을 직접 작성하셔서 제출하시는 것을 권해드립니다.
4. 고소장 작성시 신중하게 사실관계와 증거를 모아 작성하셔야 하므로 변호인의 조력을 받으시는 것이 좋습니다.
5. 구체적인 것은 문의주셔서 자세한 상담 받아보시길 권해드립니다. 추가로 문의가 필요하시면 연락주세요. 자세히 상담해드리겠습니다. 
https://blog.naver.com/hopelawpasan/222377220296
[형사전문변호사] 김기윤 변호사의 형사사건 성공사례
대한변호사협회가 인정한 형사전문변호사의 성공사례 안녕하세요. 대한변호사협회에서 인정한 '형사전...
blog.naver.com"
중학교 3학년 범법소년 폭행죄 관련 민사소송 질문드립니다. 교내 폭행 당했습니다..,"안녕하세요 현재 중학교 3학년인 학생입니다.

제목과 같이 제가 학교에서 동급생에게 폭행을 당했습니다.

폭행의 이유는 제가 친구와 얘기하던 도중 웃었는데, 그 장면을 폭행한 친구가 오해하여 자기를 보며 비웃은 줄 알고 기분이 나빠서 때렸다고 합니다.

제가 앉아있는 상황에서 방어할 틈도 없이 제 경추부터 뒷머리까지를 총 17대 정도를 주먹과 팔로 가격하였고, 주변 친구들이 달려와서 말리자 무릎과 발로 머리를 3대 더 찼습니다.

그 뒤로도 주머니에 손을 넣고 한심하단 표정으로 지속적으로 절 도발하며 웃었습니다.

제가 한국에 몇 안되는 심혈관 폐동맥 복합성 희귀질환을 가지고 있어서 신체의 어딘가를 맞으면 안되는데, 그 친구는 그 사실을 알고도 저를 가격을 했고 정형외과 상해진단서에는 물리치료, 약물치료 등을 포함한 전치 2주 진단을 받았습니다.

목격한 아이들이 담임선생님의 지도 하에 쓴 진술서, 의사의 상해진단서, 심혈관 폐동맥 질환 주치의 소견서, 맞았을 당시 상해사진 등과 함께 경찰서로 형사고소를 진행함과 동시에 학폭심의위원회도 진행중인 사안이고요. 촉법소년에 해당하는 나이는 지난 것으로 알고 있습니다.

이 사안을 부모님과의 가족회의 후 집안 구성원분들 전원의 동의하에 민사 소송으로도 진행하고 싶은데, 이에 대하여 질문이 있습니다.

1.민사소송을 할 때 단계별로 전체적인 비용이 얼마인지

2.민사소송을 걸어서 승소했을 경우 얼마를 받을수 있는지

3.승소했을 경우 변호사비를 가해자측에서 대줘야하는지

4.기간은 어느 정도 걸릴지 (상대측에서 빼박하지 못할 왠만한 증거가 모두 갖추어져 있는 상황이라고 가정하에)

이렇게 4가지의 질문입니다. 부디 성심성의껏 답변 부탁드리겠습니다.","안녕하세요. 로시컴-네이버 지식iN 상담변호사 김기윤 입니다.
1.불법행위에 따른 손해배상청구 및 위자료청구의 민사소송을 제기하시려는 것으로 보입니다. 청구액을 산정함에 있어서는 병원비, 앞으로의 치료비 등을 포함하여 피해액을 산정해야 합니다. 위자료의 경우 최대 3천만원까지 청구가 가능합니다.
2. 소송비용의 경우 심급별로 수임료를 받습니다. 보통의 경우 수임료를 받으면 제1심까지만 소송대리를 해드립니다.
3. 승소하시더라도 변호사 선임비용의 100%를 가해자측에 부담시키기는 어려울 수 있습니다. 하지만 대부분을 가해자측에서 부담하는 경우가 많습니다.
4. 민사소송의 경우 증거나 쌍방간 다투는 쟁점이 많은 경우에는 1년에서 그이상도 걸리지만 보통의 경우 6개월에서 1년미만인 경우가 대부분입니다.
 구체적인 것은 문의주셔서 자세한 상담 받아보시길 권해드립니다. 
추가로 문의가 필요하시면 연락주세요.
 자세히 상담해드리겠습니다. "
분양 사기 질문,"1.경제자유구역이 아닌 지역을 경제자유구역이라고 속이는 거 그지역에 경제자유구역이 들어가는건 맞는데 일부 용지에 한해서 들어가지 분양매물과는 전혀 상관없습니다
2.지식산업센터는 실사를 나오는 걸로 아는데 안나온다고 속이는거
3.대기업에 재직중이라 겸직이 불가능한데(일반 사업자 등록 자체가 불가능한데) 가능하다고 많은 대기업 공기업 재직자들이 분양해갔다는거
4.주변 RND용지에 들어가는 기업을 실제보다 부풀린거

전부 녹취했습니다 이정도로도 분양사기 입증이 안되나요?

아니 그럼 어느정도를 입증해야 분양사기가 되나요?","안녕하세요. 로시컴-네이버 지식iN 상담변호사 김기윤 입니다.
사기죄에는 기망행위와 처분행위를 필요로 합니다. 
기망행위를 입증할 수 있는지 여부는 증거들에 대한 구체적인 검토가 필요합니다.  
또한 민사소송으로 사기취소나 착오취소를 검토해볼 수도 있을 것 같습니다.
 구체적인 것은 문의주셔서 자세한 상담 받아보시길 권해드립니다. 
추가로 문의가 필요하시면 연락주세요. 자세히 상담해드리겠습니다. 
https://blog.naver.com/hopelawpasan/221333706672
[형사전문변호사] 형사사건에서 변호인 사용법(형사피의자, 형사피고인, 형사고소인)
형사사건의 변호인 사용법 형사사건이 발생될 경우 원만하게 그 일을 처리하기 위해서 변호인의 조력이 필...
blog.naver.com"
사기당했습니다.,제가 돈을 보냈는데 물건을 사진으로만 보고 실물을 보지 못했습니다. 그러데 적반하장으로 자기가 손해를 보았다며 되려 소송을 하겠다고 합니다. 저는 각서를 쓰지도 않았을뿐더라 어떤 계약서도 작성하지 않았고 그 쪽에서 자기네들이 의미로 작성하여 사진으로 보여줬을뿐 사인조차 안했습니다. 그런데 이런게 소송을 할수 있을지 궁긍 합니다,"안녕하세요. 로시컴-네이버 지식iN 상담변호사 김기윤 입니다.
물건을 받지 못한 경우 사기죄로 고소하시거나 경찰서에 신고가 가능합니다. 
또한 민사소송으로 지급하신 물품대금에 대하여 지급청구가 가능합니다.
 구체적인 것은 문의주셔서 자세한 상담 받아보시길 권해드립니다. 추가로 문의가 필요하시면 연락주세요. 자세히 상담해드리겠습니다. 
https://blog.naver.com/hopelawpasan/221333706672
[형사전문변호사] 형사사건에서 변호인 사용법(형사피의자, 형사피고인, 형사고소인)
형사사건의 변호인 사용법 형사사건이 발생될 경우 원만하게 그 일을 처리하기 위해서 변호인의 조력이 필...
blog.naver.com"
회사에서 손해배상청구를 한다고하는데요,"안녕하세요. 문의드립니다.
저는 일단 퇴사를 했구요
2주전에 제 사정 말씀드리고 퇴사 날짜를 협의 했습니다.
인수인계를 100프로 다 못했지만 어찌됐든 협의 한 날짜에 퇴사를 했어요.
제가 회사에서 1천만원정도 손실을 줬다고 회사에서 주장하는데요.
이게 입증이 되기위해 여러가지 절차가 필요한거죠?
저는 일부러 회사에 손해를 입히려고 한적도 없었고 회사측에는 제가 일부러 한거같다고
주변에 말을 한거 같아요.
명예훼손죄 될까요?그리고 회사측에서 주말 근무는 안나온다고 하였는데
주말근무도 갑자기 나와야 된다고 하며 그동안 주말에 나온건 무급이였습니다.
연차,월차도 없는데 이거 불법 아닌가요?
만약 저한테 청구하게 되면 이런 부분으로 맞대응 할 수 있을까요?","안녕하세요. 로시컴-네이버 지식iN 상담변호사 김기윤 입니다.
1. 만약 저한테 청구하게 되면 이런 부분으로 맞대응 할 수 있을까요?
- 손해배상 청구소송은 손해 과실책임, 손해의 범위 등이 입증되어야 합니다.
단순히 ""너 때문에 손해를 입었다""라고 하여 법원에서 판결내려주는게 아니고 그 손해가 왜 발생했고 누구 때문인지 과실이 얼마큼인지, 손해의 범위는 어디까지 인지 등 다퉈야할 사안이 많으며 통상 소를 제기하는 원고가 입증해야 합니다.
따라서 상대방이 어떠한 이유로 손해를 청구하겠다는 것인지 확인이 필요합니다."
아파트 소음문제,"오래된 아파트에서 월세로 살고있습니다. 

그런데 같은 층 주민분들께서 집에서 키우고있는 강아지가 시끄럽게 한다며 경비실에 민원을 넣고,
경찰에 신고를 한다고 합니다.

그래서 제가 경비분한테 신경쓰지마시고 경찰서에 신고를 하든 저를 찾아와서 얘기하든 하라고 전해주라고 했습니다.

경찰 신고를 해도 주의만 줄뿐 할 수 있는게 없다는걸 알고있는데

만약에 주민분들께서 찾아와 반말, 폭언, 욕설등을 할 경우 녹음을 할려고 하는데요.


그 녹음한 것을 가지고 고소를 할 수 있나요?

할 수 있다면 어떠한 죄에 해당하나요?","안녕하세요. 로시컴-네이버 지식iN 상담변호사 김기윤 입니다.
층간소음 또는 소음문제로 분쟁이 있을 시 형사적으로 처벌이 어려울 수 있지만 민사적으로는 손해배상청구 소송을 당할 수 있습니다.
소음을 입증할 방법으로는 소음측정기도 인터넷에 판매하고 있습니다. 충격음이 아닌 공기전달소음의 경우도 소음에 해당할 수 있으며 이웃소음센터라는 곳에서 전화상담 후 현장진단(방문상담 및 소음측정)서비스도 하고 층간소음 분쟁을 조정해 주는 분쟁조정위원회가 있습니다. 또한 경찰의 신고 내역은 나중에 상대방의 증거자료가 될 수 있습니다.
상대방이 이러한 절차를 진행하고 최종적으로도 해결이 안된다면 상황에 따라서 민사소송 손해배상청구의소를 진행할 수 있으며 실제 판례에서 '주민이 고의로 층간소음을 일으켰고 층간소음을 줄이기 위한 노력을 기울이지 않는 것으로 보이는 점 및 층간소음의 발생기간 및 정도 등 고려해 아랫집 주민에게 위자료 200만원을 배상하라고 판결한 사례가 있습니다.
따라서 질문자도 어느정도 소음을 줄이기위한 노력을 기울이는게 좋겠습니다."
채권위임 사실확인,"얼마전에 새한신용정보(주) 라는곳에서 연락이왔는데 9년전에 소송당해서 배상을 해야하는데 그 채무를 위임받았다고 계좌를 주면서 입급을 하라고 연락이왔습니다.

그래서 확인해보니 정말로 9년전에 민사 소송 패소한 기록이있더군요. 당시 미성년자였는데 이럴수가 있나싶어서 보내준계좌번호도 확인해보니 새한신용정보(주)라고 나옵니다. 
헌데 아직 신용이안가고 또 찾아보니까 이런식으로 기업인척 사기치는 보이스피싱도있다고 들었습니다.

1.돈을 이 기업이준 계좌에 주는게 맞는지

2.채권위임사실을 확인 할 공식적인 방법

3.채권자본인에게 연락하여 지불할 방법은없는지

4.믿을만한 기업인지

무려 9년이지난 일이라 채권자에게 개인적으로 연락할방법이없는것같습니다...
제가 만약 돈을줘야한다면 올바른 채권자에게 돈을 지불함이 맞다고 생각해서 이렇게 글을 작성합니다.","안녕하세요. 로시컴-네이버 지식iN 상담변호사 김기윤 입니다.
그래서 확인해보니 정말로 9년전에 민사 소송 패소한 기록이있더군요. 당시 미성년자였는데 이럴수가 있나싶어서 보내준계좌번호도 확인해보니 새한신용정보(주)라고 나옵니다. 
- 미성년자와의 계약은 무효입니다. 단, 법정대리인의 동의를 받아 한 계약은 유효합니다.
따라서 채권을 부정할 수 있을 것으로 보이며 사기가 의심됩니다.
정확히 어떤 채무관계인지 확인해봐아야 합니다.
인터넷에 대법원 나의사건검색으로 검색해보시고 해당 재판기록을 열람복사해서 면밀한 검토가 필요합니다."
